"CandidateID","FirstName","LastName","Gender","RequisitionID","ApplicationDate","Source","CurrentStage","JobID","DepartmentID","JobTitle","JobLevel","Recruiter","InterviewScore","OfferAccepted","DaysToFill"
506929,"Matthew","Chandingden","Male",701621,2024-04-30,"Networking Event","Rejected",26,7,"Digital Marketing Manager",3,"S. Lee",4.2,NA,NA
506930,"Colin","Grayanson","Male",700011,2025-12-26,"Referral","Phone Screen",15,4,"IT Manager",4,"D. Patel",NA,NA,NA
506931,"Bailey","Becklinshire","Male",701711,2025-08-31,"Agency","Rejected",35,10,"Customer Support Representative",1,"K. Brown",4,NA,NA
506932,"River","Caredale","Male",702232,2025-04-28,"Referral","Hired",32,9,"Operations Analyst",2,"K. Brown",2,"Yes",67
506933,"Cameron","Sanduncroft","Male",702761,2024-03-11,"LinkedIn","Hired",4,2,"Software Engineer I",1,"S. Lee",2.5,"Yes",73
506934,"Sydney","Valewood","Female",700556,2025-11-23,"LinkedIn","Phone Screen",23,6,"HR Manager",4,"J. Watson",NA,NA,NA
506935,"Bella","Blandincrest","Female",700899,2026-01-19,"LinkedIn","Withdrawn",29,8,"Account Executive",2,"R. Thomas",NA,NA,NA
506936,"Alexander","Dalingway","Male",702760,2024-07-10,"Referral","Offer Extended",37,10,"Director of Customer Support",5,"K. Brown",3,"Pending",16
506937,"Natalie","Kingelfield","Female",700641,2024-11-27,"LinkedIn","Applied",16,5,"Financial Analyst",2,"K. Brown",NA,NA,NA
506938,"Jackson","Rowlinson","Male",701666,2025-11-04,"Agency","Final Interview",18,5,"Finance Manager",4,"K. Brown",2.1,NA,NA
506939,"Sage","Autumnanson","Female",700524,2024-08-07,"Networking Event","Phone Screen",23,6,"HR Manager",4,"M. Davis",NA,NA,NA
506940,"Ruby","Quilluberg","Female",701722,2024-11-15,"LinkedIn","Rejected",22,6,"HR Business Partner",3,"T. Nguyen",3.3,NA,NA
506941,"Hudson","Whitleyshire","Male",700796,2025-05-07,"Internal","Final Interview",27,7,"Marketing Director",5,"J. Watson",5,NA,NA
506942,"Reese","Cranwall","Male",701395,2024-11-18,"LinkedIn","Phone Screen",33,9,"Operations Manager",4,"J. Watson",NA,NA,NA
506943,"Taylor","Rowleymond","Female",700438,2025-06-25,"Indeed","Offer Extended",20,6,"HR Coordinator",1,"R. Thomas",5,"No",17
506944,"Oliver","Elltonbry","Non-Binary",702209,2026-02-19,"Agency","Final Interview",30,8,"Sales Manager",4,"J. Watson",2.8,NA,NA
506945,"Jackson","Eastulin","Male",702653,2025-11-05,"Indeed","Withdrawn",31,8,"Director of Sales",6,"K. Brown",NA,NA,NA
506946,"Anna","Hawkettberg","Female",702313,2024-08-06,"Indeed","Interview",28,8,"Sales Development Representative",1,"T. Nguyen",4,NA,NA
506947,"Daniel","Camley","Male",702371,2024-06-01,"Indeed","Final Interview",33,9,"Operations Manager",4,"S. Lee",3.7,NA,NA
506948,"Blair","Barunmont","Male",700564,2024-08-29,"LinkedIn","Phone Screen",35,10,"Customer Support Representative",1,"S. Lee",NA,NA,NA
506949,"Lucy","Caringmont","Female",701976,2024-05-21,"Indeed","Interview",4,2,"Software Engineer I",1,"A. Carter",2.3,NA,NA
506950,"Tyler","Roselin","Male",700395,2025-07-06,"Referral","Final Interview",23,6,"HR Manager",4,"D. Patel",3.4,NA,NA
506951,"Gabriella","Crowson","Female",702342,2026-01-29,"LinkedIn","Applied",5,2,"Software Engineer II",2,"J. Watson",NA,NA,NA
506952,"Daniela","Hawkcroft","Female",701788,2025-07-23,"Agency","Applied",32,9,"Operations Analyst",2,"A. Carter",NA,NA,NA
506953,"Faith","Fairandale","Female",702742,2025-03-22,"LinkedIn","Offer Extended",40,11,"General Counsel",8,"M. Davis",3.4,"Pending",46
506954,"Kendall","Ellinfield","Male",701641,2025-04-05,"Referral","Hired",31,8,"Director of Sales",6,"D. Patel",2.7,"Yes",82
506955,"Anthony","Goldermere","Male",700923,2024-09-28,"Indeed","Final Interview",26,7,"Digital Marketing Manager",3,"R. Thomas",2.8,NA,NA
506956,"Kyle","Hawkenmere","Male",701119,2024-07-30,"Referral","Final Interview",4,2,"Software Engineer I",1,"K. Brown",4.2,NA,NA
506957,"Kyle","Brookeley","Male",700700,2024-10-30,"Networking Event","Hired",13,4,"IT Support Specialist",1,"K. Brown",2.1,"Yes",46
506958,"River","Yorkawell","Male",700482,2025-07-29,"Networking Event","Phone Screen",39,11,"Corporate Counsel",4,"R. Thomas",NA,NA,NA
506959,"Micah","Foxanbrook","Male",701737,2024-04-03,"Referral","Phone Screen",35,10,"Customer Support Representative",1,"J. Watson",NA,NA,NA
506960,"Patrick","Crowingstrom","Male",701149,2024-09-29,"Referral","Phone Screen",14,4,"Systems Administrator",2,"M. Davis",NA,NA,NA
506961,"Mason","Hayway","Male",701944,2025-05-29,"Campus","Withdrawn",35,10,"Customer Support Representative",1,"K. Brown",NA,NA,NA
506962,"Dylan","Bartonley","Male",702261,2025-03-27,"Agency","Withdrawn",22,6,"HR Business Partner",3,"T. Nguyen",NA,NA,NA
506963,"Alexa","Caldwonby","Female",702709,2024-10-13,"Campus","Rejected",4,2,"Software Engineer I",1,"R. Thomas",3.1,NA,NA
506964,"Anthony","Torrerman","Male",701075,2025-12-31,"Career Site","Interview",3,1,"Vice President",8,"A. Carter",2.7,NA,NA
506965,"Hudson","Clarketton","Male",701644,2025-04-13,"Referral","Withdrawn",27,7,"Marketing Director",5,"A. Carter",NA,NA,NA
506966,"Lily","Bennelberg","Female",700414,2024-03-12,"Career Site","Interview",30,8,"Sales Manager",4,"M. Davis",4.2,NA,NA
506967,"Morgan","Blakeomore","Female",701317,2025-05-16,"Referral","Applied",21,6,"HR Generalist",2,"R. Thomas",NA,NA,NA
506968,"Natalie","Valelinford","Female",701055,2025-02-15,"Networking Event","Hired",7,2,"Engineering Manager",4,"A. Carter",2,"Yes",80
506969,"Jasmine","Baroby","Female",701561,2025-05-05,"Referral","Hired",4,2,"Software Engineer I",1,"K. Brown",3.9,"Yes",51
506970,"Scarlett","Crossonhart","Female",700403,2025-06-29,"Agency","Rejected",38,11,"Legal Analyst",2,"M. Davis",3.8,NA,NA
506971,"William","Camarquist","Male",700529,2024-07-25,"Indeed","Final Interview",37,10,"Director of Customer Support",5,"A. Carter",3,NA,NA
506972,"Delilah","Roseormore","Female",701200,2025-12-24,"Indeed","Phone Screen",23,6,"HR Manager",4,"J. Watson",NA,NA,NA
506973,"Andrea","Parksonton","Female",701244,2025-02-15,"Referral","Final Interview",37,10,"Director of Customer Support",5,"J. Watson",3.4,NA,NA
506974,"Diana","Finingland","Female",701188,2025-04-20,"Networking Event","Final Interview",36,10,"Customer Support Manager",3,"D. Patel",4.1,NA,NA
506975,"Matthew","Pineumont","Male",702113,2025-11-23,"Internal","Offer Extended",22,6,"HR Business Partner",3,"J. Watson",2.9,"No",15
506976,"Preston","Adlerinmond","Non-Binary",702598,2024-12-15,"Referral","Final Interview",14,4,"Systems Administrator",2,"J. Watson",3.2,NA,NA
506977,"Austin","Kendarland","Male",701169,2024-08-12,"Career Site","Offer Extended",30,8,"Sales Manager",4,"J. Watson",3,"No",53
506978,"Alex","Kenderton","Male",701974,2025-04-11,"Career Site","Interview",1,1,"Chief Executive Officer",10,"J. Watson",4.7,NA,NA
506979,"Jeremiah","Caldumore","Male",701363,2024-03-05,"Career Site","Hired",11,3,"Senior Product Manager",4,"J. Watson",3.1,"Yes",76
506980,"Maya","Kendelshire","Female",702325,2025-03-25,"Internal","Final Interview",6,2,"Senior Software Engineer",3,"A. Carter",3.3,NA,NA
506981,"Reese","Rowacott","Female",702751,2024-08-18,"Career Site","Rejected",11,3,"Senior Product Manager",4,"D. Patel",3.7,NA,NA
506982,"Austin","Dellinden","Male",702758,2024-02-29,"LinkedIn","Offer Extended",3,1,"Vice President",8,"M. Davis",2.4,"Pending",27
506983,"Oliver","Wintermont","Male",702278,2025-12-15,"Referral","Interview",11,3,"Senior Product Manager",4,"A. Carter",4.7,NA,NA
506984,"Blair","Swanilin","Female",701051,2025-03-15,"Career Site","Applied",5,2,"Software Engineer II",2,"M. Davis",NA,NA,NA
506985,"Hayden","Glenleyridge","Female",702181,2024-08-27,"Agency","Rejected",20,6,"HR Coordinator",1,"M. Davis",2.9,NA,NA
506986,"Destiny","Riverormore","Female",700553,2025-03-02,"Career Site","Interview",19,5,"Director of Finance",6,"A. Carter",3,NA,NA
506987,"Hudson","Summererham","Male",700848,2025-06-16,"Indeed","Hired",18,5,"Finance Manager",4,"J. Watson",3.1,"Yes",39
506988,"Cameron","Chandleyman","Male",702523,2025-03-20,"LinkedIn","Phone Screen",36,10,"Customer Support Manager",3,"M. Davis",NA,NA,NA
506989,"Hayden","Holleyquist","Male",702591,2024-04-02,"Indeed","Withdrawn",15,4,"IT Manager",4,"M. Davis",NA,NA,NA
506990,"Christopher","Sandunton","Male",701929,2026-02-20,"Agency","Withdrawn",5,2,"Software Engineer II",2,"S. Lee",NA,NA,NA
506991,"Hailey","Summertonham","Female",700780,2025-10-20,"Indeed","Hired",3,1,"Vice President",8,"J. Watson",4.5,"Yes",27
506992,"Jack","Blandtonmere","Male",701000,2024-05-26,"Internal","Hired",34,9,"Director of Operations",6,"S. Lee",4.2,"Yes",67
506993,"Blair","Meadunbrook","Male",700509,2024-11-20,"Career Site","Rejected",19,5,"Director of Finance",6,"S. Lee",3.1,NA,NA
506994,"Isla","Grayuwell","Female",701518,2024-06-25,"LinkedIn","Phone Screen",26,7,"Digital Marketing Manager",3,"K. Brown",NA,NA,NA
506995,"Phoenix","Hallinford","Male",701875,2024-08-28,"Indeed","Phone Screen",34,9,"Director of Operations",6,"A. Carter",NA,NA,NA
506996,"Hayden","Caldwancrest","Female",700718,2025-07-05,"Indeed","Hired",36,10,"Customer Support Manager",3,"K. Brown",3.8,"Yes",77
506997,"Ashley","Belladale","Female",701411,2025-01-17,"Indeed","Interview",33,9,"Operations Manager",4,"K. Brown",4.4,NA,NA
506998,"Morgan","Crowanwin","Male",702086,2024-02-25,"Referral","Final Interview",37,10,"Director of Customer Support",5,"K. Brown",3.9,NA,NA
506999,"Adam","Baringway","Male",702184,2024-09-10,"Agency","Rejected",21,6,"HR Generalist",2,"K. Brown",4.7,NA,NA
507000,"Genesis","Riverarford","Female",701957,2026-01-16,"Career Site","Rejected",31,8,"Director of Sales",6,"D. Patel",3.3,NA,NA
507001,"Alexander","Presedale","Male",702470,2025-07-14,"Referral","Phone Screen",13,4,"IT Support Specialist",1,"A. Carter",NA,NA,NA
507002,"Joshua","Stormanworth","Non-Binary",700101,2025-09-12,"Internal","Interview",19,5,"Director of Finance",6,"R. Thomas",3.3,NA,NA
507003,"Erica","Yorkenman","Female",701382,2025-04-11,"Networking Event","Hired",25,7,"Marketing Specialist",1,"D. Patel",3.4,"Yes",61
507004,"Matthew","Clarktonman","Male",702789,2024-05-18,"Referral","Interview",1,1,"Chief Executive Officer",10,"S. Lee",4.5,NA,NA
507005,"Brianna","Westunford","Female",702457,2025-12-09,"Referral","Rejected",37,10,"Director of Customer Support",5,"M. Davis",3.5,NA,NA
507006,"Luna","Silvererland","Female",702578,2024-03-15,"Career Site","Rejected",36,10,"Customer Support Manager",3,"T. Nguyen",2.6,NA,NA
507007,"Brooklyn","Millellmere","Female",700313,2025-01-11,"Indeed","Phone Screen",17,5,"Senior Financial Analyst",3,"M. Davis",NA,NA,NA
507008,"Sarah","Langwellcott","Female",702115,2025-02-27,"Campus","Hired",8,2,"Director of Engineering",6,"R. Thomas",4.9,"Yes",78
507009,"Reese","Emenfield","Female",701567,2025-11-21,"Indeed","Rejected",3,1,"Vice President",8,"M. Davis",4,NA,NA
507010,"Gabriel","Sandunton","Male",701614,2024-05-29,"Career Site","Applied",7,2,"Engineering Manager",4,"A. Carter",NA,NA,NA
507011,"Alexa","Grayanham","Female",700016,2025-06-03,"Referral","Final Interview",28,8,"Sales Development Representative",1,"A. Carter",4.4,NA,NA
507012,"Asher","Chanderbrook","Male",701176,2024-04-15,"LinkedIn","Hired",19,5,"Director of Finance",6,"R. Thomas",2.8,"Yes",63
507013,"Parker","Oakellworth","Male",702030,2025-05-01,"LinkedIn","Phone Screen",5,2,"Software Engineer II",2,"A. Carter",NA,NA,NA
507014,"Blair","Rockunwell","Male",701170,2025-03-14,"Agency","Phone Screen",4,2,"Software Engineer I",1,"J. Watson",NA,NA,NA
507015,"Maria","Bellinden","Female",700324,2024-12-29,"Campus","Hired",19,5,"Director of Finance",6,"T. Nguyen",4.9,"Yes",28
507016,"Alice","Torrelworth","Female",700868,2024-11-15,"Networking Event","Applied",22,6,"HR Business Partner",3,"R. Thomas",NA,NA,NA
507017,"Genesis","Grayihart","Female",702052,2024-05-28,"Networking Event","Rejected",22,6,"HR Business Partner",3,"R. Thomas",4.1,NA,NA
507018,"Eli","Wrenlinman","Male",700161,2025-09-16,"Career Site","Final Interview",14,4,"Systems Administrator",2,"J. Watson",3.2,NA,NA
507019,"Carmen","Adlerasen","Female",702162,2025-10-28,"Campus","Applied",35,10,"Customer Support Representative",1,"T. Nguyen",NA,NA,NA
507020,"Alex","Brightormere","Male",700376,2026-01-27,"Indeed","Final Interview",37,10,"Director of Customer Support",5,"T. Nguyen",3.7,NA,NA
507021,"Jonathan","Wrenellwell","Male",702612,2025-03-20,"Career Site","Applied",22,6,"HR Business Partner",3,"K. Brown",NA,NA,NA
507022,"Ashley","Ellustead","Female",702139,2025-03-05,"LinkedIn","Offer Extended",9,3,"Product Analyst",2,"A. Carter",3,"Pending",37
507023,"Rafael","Hollingley","Male",702431,2025-04-02,"Agency","Interview",16,5,"Financial Analyst",2,"K. Brown",2.1,NA,NA
507024,"Vincent","Fieldorworth","Male",700200,2025-06-03,"Networking Event","Hired",12,3,"Director of Product",6,"J. Watson",4.1,"Yes",58
507025,"Nora","Eastunmore","Female",702359,2024-06-01,"Agency","Final Interview",38,11,"Legal Analyst",2,"S. Lee",2.2,NA,NA
507026,"Elijah","Oakstead","Male",701387,2025-02-17,"Agency","Applied",27,7,"Marketing Director",5,"K. Brown",NA,NA,NA
507027,"Alexa","Oakunham","Female",702755,2025-02-08,"Campus","Phone Screen",15,4,"IT Manager",4,"K. Brown",NA,NA,NA
507028,"Caleb","Roseinstrom","Male",701457,2025-12-02,"Campus","Phone Screen",40,11,"General Counsel",8,"R. Thomas",NA,NA,NA
507029,"Nathan","Goldenman","Male",700695,2025-03-04,"Indeed","Offer Extended",8,2,"Director of Engineering",6,"D. Patel",4.8,"Pending",56
507030,"Brian","Finwellman","Male",701909,2025-05-04,"Referral","Rejected",27,7,"Marketing Director",5,"R. Thomas",2.8,NA,NA
507031,"Hayden","Delormond","Male",701723,2025-03-02,"Referral","Final Interview",29,8,"Account Executive",2,"D. Patel",2.1,NA,NA
507032,"Aubrey","Presorstrom","Female",702545,2024-01-16,"LinkedIn","Rejected",6,2,"Senior Software Engineer",3,"A. Carter",3.9,NA,NA
507033,"Camila","Caldwiley","Female",700746,2025-12-17,"Indeed","Offer Extended",21,6,"HR Generalist",2,"T. Nguyen",2.2,"No",22
507034,"Logan","Rowwellway","Female",702545,2024-06-29,"Internal","Phone Screen",6,2,"Senior Software Engineer",3,"A. Carter",NA,NA,NA
507035,"Camila","Greenistone","Female",701885,2025-02-26,"Career Site","Final Interview",21,6,"HR Generalist",2,"J. Watson",4.1,NA,NA
507036,"Kingston","Delormond","Male",702068,2024-03-04,"Campus","Rejected",39,11,"Corporate Counsel",4,"T. Nguyen",5,NA,NA
507037,"Genesis","Barleycroft","Female",700363,2025-12-03,"Career Site","Rejected",16,5,"Financial Analyst",2,"S. Lee",4,NA,NA
507038,"Benjamin","Hayingcroft","Male",700230,2026-01-31,"Referral","Applied",29,8,"Account Executive",2,"A. Carter",NA,NA,NA
507039,"Gabriel","Windcroft","Male",702262,2024-01-08,"LinkedIn","Interview",2,1,"Chief Operating Officer",9,"T. Nguyen",4.7,NA,NA
507040,"Chloe","Carancroft","Female",702783,2026-02-16,"Campus","Hired",6,2,"Senior Software Engineer",3,"M. Davis",3.4,"Yes",64
507041,"Angela","Presonman","Female",701253,2025-02-14,"Agency","Applied",25,7,"Marketing Specialist",1,"M. Davis",NA,NA,NA
507042,"Connor","Wardarman","Male",701344,2025-02-27,"Career Site","Final Interview",13,4,"IT Support Specialist",1,"J. Watson",2.7,NA,NA
507043,"Anthony","Westward","Male",700492,2025-04-01,"Indeed","Interview",29,8,"Account Executive",2,"R. Thomas",4.8,NA,NA
507044,"Naomi","Colewellson","Female",702219,2024-08-06,"Referral","Applied",40,11,"General Counsel",8,"K. Brown",NA,NA,NA
507045,"Logan","Brightellbry","Female",701846,2024-11-23,"Career Site","Applied",34,9,"Director of Operations",6,"M. Davis",NA,NA,NA
507046,"Anna","Rowinmond","Female",701384,2024-03-18,"Referral","Interview",1,1,"Chief Executive Officer",10,"S. Lee",3.1,NA,NA
507047,"Blair","Stormansen","Female",701794,2025-06-30,"LinkedIn","Phone Screen",32,9,"Operations Analyst",2,"T. Nguyen",NA,NA,NA
507048,"Jamie","Hartelway","Female",701324,2025-09-18,"Campus","Applied",15,4,"IT Manager",4,"K. Brown",NA,NA,NA
507049,"Zachary","Eminghart","Male",700165,2024-06-09,"LinkedIn","Final Interview",12,3,"Director of Product",6,"S. Lee",4.9,NA,NA
507050,"Stephen","Caldwcroft","Male",702180,2025-01-16,"Referral","Final Interview",19,5,"Director of Finance",6,"R. Thomas",4.8,NA,NA
507051,"Alexa","Rainarshire","Female",700125,2024-03-23,"Networking Event","Applied",29,8,"Account Executive",2,"K. Brown",NA,NA,NA
507052,"Preston","Roseunham","Male",700321,2026-01-14,"LinkedIn","Rejected",29,8,"Account Executive",2,"D. Patel",4.3,NA,NA
507053,"Angela","Fairunland","Female",701539,2025-08-26,"Agency","Phone Screen",21,6,"HR Generalist",2,"R. Thomas",NA,NA,NA
507054,"Robert","Oakalin","Male",702231,2025-08-22,"Referral","Interview",3,1,"Vice President",8,"M. Davis",2.4,NA,NA
507055,"Paige","Parkoquist","Female",702431,2026-02-01,"LinkedIn","Interview",16,5,"Financial Analyst",2,"K. Brown",3.5,NA,NA
507056,"Drew","Eastham","Female",700458,2026-02-05,"Referral","Interview",18,5,"Finance Manager",4,"T. Nguyen",3.4,NA,NA
507057,"Parker","Willarsen","Male",701734,2025-03-09,"Referral","Interview",2,1,"Chief Operating Officer",9,"J. Watson",2.9,NA,NA
507058,"Lillian","Riverman","Female",702225,2025-12-29,"LinkedIn","Final Interview",27,7,"Marketing Director",5,"K. Brown",3.4,NA,NA
507059,"Oliver","Goldettstead","Male",701646,2025-01-11,"Internal","Applied",10,3,"Product Manager",3,"S. Lee",NA,NA,NA
507060,"Charles","Fieldinden","Male",700947,2026-02-17,"Referral","Rejected",6,2,"Senior Software Engineer",3,"M. Davis",2.8,NA,NA
507061,"Nicholas","Wardinridge","Male",702096,2024-05-24,"Agency","Interview",25,7,"Marketing Specialist",1,"A. Carter",3.9,NA,NA
507062,"Adrian","Lakeerden","Male",702156,2025-12-15,"Career Site","Offer Extended",19,5,"Director of Finance",6,"R. Thomas",2.2,"Pending",48
507063,"Joel","Caringcroft","Male",702737,2025-05-15,"Referral","Final Interview",32,9,"Operations Analyst",2,"A. Carter",4.1,NA,NA
507064,"Peter","Northwood","Male",700635,2024-07-23,"Career Site","Interview",15,4,"IT Manager",4,"R. Thomas",3.7,NA,NA
507065,"Drew","Oakaway","Female",700528,2024-03-13,"Referral","Hired",15,4,"IT Manager",4,"J. Watson",4.7,"Yes",33
507066,"Eden","Bennerthorne","Male",702115,2025-07-25,"Career Site","Interview",8,2,"Director of Engineering",6,"R. Thomas",2.6,NA,NA
507067,"Avery","Blandcrest","Female",702432,2026-01-08,"Referral","Hired",10,3,"Product Manager",3,"S. Lee",4.5,"Yes",36
507068,"Dominic","Grantellwood","Male",701287,2025-04-05,"Indeed","Withdrawn",6,2,"Senior Software Engineer",3,"K. Brown",NA,NA,NA
507069,"Aria","Windstrom","Female",700586,2025-01-30,"Indeed","Applied",18,5,"Finance Manager",4,"A. Carter",NA,NA,NA
507070,"Audrey","Swanwelley","Female",701616,2024-06-17,"Referral","Rejected",40,11,"General Counsel",8,"T. Nguyen",2.2,NA,NA
507071,"Preston","Greenerway","Male",701916,2024-01-01,"LinkedIn","Phone Screen",14,4,"Systems Administrator",2,"A. Carter",NA,NA,NA
507072,"River","Thornanland","Male",702449,2024-10-26,"LinkedIn","Applied",15,4,"IT Manager",4,"S. Lee",NA,NA,NA
507073,"Charles","Crowerwood","Male",700700,2024-07-26,"Indeed","Withdrawn",13,4,"IT Support Specialist",1,"K. Brown",NA,NA,NA
507074,"Jackson","Reederwell","Male",700950,2024-01-23,"Career Site","Offer Extended",2,1,"Chief Operating Officer",9,"A. Carter",2.5,"Pending",40
507075,"Alexander","Foxorworth","Male",702796,2025-12-10,"Referral","Applied",36,10,"Customer Support Manager",3,"T. Nguyen",NA,NA,NA
507076,"Kai","Stormormere","Male",701260,2024-12-24,"Referral","Phone Screen",3,1,"Vice President",8,"A. Carter",NA,NA,NA
507077,"Oliver","Kendetthorne","Male",701630,2025-01-27,"Referral","Phone Screen",15,4,"IT Manager",4,"S. Lee",NA,NA,NA
507078,"Maria","Colearsen","Female",700376,2025-11-04,"LinkedIn","Applied",37,10,"Director of Customer Support",5,"T. Nguyen",NA,NA,NA
507079,"Albert","Crossinstone","Male",700085,2024-05-10,"LinkedIn","Hired",35,10,"Customer Support Representative",1,"J. Watson",2.7,"Yes",41
507080,"Cole","Meadsonwood","Male",701303,2025-05-02,"LinkedIn","Hired",18,5,"Finance Manager",4,"R. Thomas",4.8,"Yes",58
507081,"Sawyer","Hawkwood","Female",701538,2025-05-30,"Career Site","Rejected",16,5,"Financial Analyst",2,"M. Davis",4.6,NA,NA
507082,"Stella","Grayihart","Female",702711,2025-03-12,"Indeed","Offer Extended",27,7,"Marketing Director",5,"M. Davis",2.6,"Pending",47
507083,"Blair","Pineostead","Female",701261,2024-07-09,"Indeed","Applied",9,3,"Product Analyst",2,"T. Nguyen",NA,NA,NA
507084,"Sage","Windleycott","Male",702478,2025-07-09,"Career Site","Hired",34,9,"Director of Operations",6,"J. Watson",2.9,"Yes",19
507085,"Sage","Halleymond","Female",702643,2024-05-10,"Referral","Phone Screen",37,10,"Director of Customer Support",5,"R. Thomas",NA,NA,NA
507086,"Landon","Caringmont","Male",702457,2024-06-05,"Referral","Rejected",37,10,"Director of Customer Support",5,"M. Davis",2.3,NA,NA
507087,"Blair","Millcrest","Male",701446,2025-11-16,"Indeed","Applied",33,9,"Operations Manager",4,"A. Carter",NA,NA,NA
507088,"Alex","Monistead","Male",700544,2024-05-10,"Career Site","Applied",5,2,"Software Engineer II",2,"D. Patel",NA,NA,NA
507089,"Hayden","Clarkman","Female",702067,2025-12-25,"LinkedIn","Applied",13,4,"IT Support Specialist",1,"T. Nguyen",NA,NA,NA
507090,"Kai","Rainwellberg","Male",702610,2024-08-13,"Indeed","Hired",31,8,"Director of Sales",6,"T. Nguyen",4.2,"Yes",54
507091,"Layla","Radunson","Female",701579,2024-08-27,"Indeed","Final Interview",39,11,"Corporate Counsel",4,"J. Watson",2.9,NA,NA
507092,"Morgan","Torrorcroft","Female",700246,2025-11-14,"LinkedIn","Applied",1,1,"Chief Executive Officer",10,"A. Carter",NA,NA,NA
507093,"Thomas","Crossunworth","Male",701554,2025-07-29,"Indeed","Rejected",37,10,"Director of Customer Support",5,"D. Patel",2,NA,NA
507094,"Jacob","Greenedale","Male",700892,2025-08-14,"LinkedIn","Applied",29,8,"Account Executive",2,"J. Watson",NA,NA,NA
507095,"Adam","Brookhart","Male",702441,2026-02-06,"Referral","Hired",25,7,"Marketing Specialist",1,"M. Davis",2.7,"Yes",22
507096,"Stella","Winterettway","Female",701731,2025-08-19,"Agency","Rejected",10,3,"Product Manager",3,"S. Lee",4.1,NA,NA
507097,"Nora","Caldwanridge","Female",700139,2024-11-18,"Networking Event","Applied",20,6,"HR Coordinator",1,"J. Watson",NA,NA,NA
507098,"Jennifer","Grantleyson","Female",700185,2026-02-14,"LinkedIn","Offer Extended",40,11,"General Counsel",8,"A. Carter",4.5,"No",21
507099,"Evan","Rainelson","Male",702678,2025-10-24,"LinkedIn","Withdrawn",13,4,"IT Support Specialist",1,"D. Patel",NA,NA,NA
507100,"Luna","Wardabry","Female",702151,2025-05-09,"Campus","Final Interview",25,7,"Marketing Specialist",1,"T. Nguyen",4.8,NA,NA
507101,"Eleanor","Riverormore","Female",702286,2024-08-17,"Referral","Applied",30,8,"Sales Manager",4,"T. Nguyen",NA,NA,NA
507102,"Daniel","Brightelsen","Male",700560,2025-05-23,"Career Site","Final Interview",1,1,"Chief Executive Officer",10,"M. Davis",2.7,NA,NA
507103,"Jasmine","Beckwellwood","Female",701546,2025-04-10,"Career Site","Rejected",23,6,"HR Manager",4,"D. Patel",4.5,NA,NA
507104,"Asher","Ashinmont","Male",702144,2024-11-08,"Campus","Rejected",29,8,"Account Executive",2,"K. Brown",2.8,NA,NA
507105,"Logan","Raineford","Male",700684,2026-01-11,"LinkedIn","Final Interview",15,4,"IT Manager",4,"M. Davis",2.5,NA,NA
507106,"Natalie","Crowicroft","Female",702097,2024-11-11,"LinkedIn","Hired",11,3,"Senior Product Manager",4,"M. Davis",3.7,"Yes",82
507107,"Carmen","Yorkaward","Female",701396,2025-12-07,"Referral","Interview",17,5,"Senior Financial Analyst",3,"S. Lee",4.8,NA,NA
507108,"Bella","Granttonmore","Female",700049,2026-02-13,"Referral","Interview",23,6,"HR Manager",4,"S. Lee",4.3,NA,NA
507109,"Quinn","Ashestead","Female",702263,2025-11-14,"Referral","Offer Extended",11,3,"Senior Product Manager",4,"J. Watson",4.3,"Pending",52
507110,"Diana","Fieldorcrest","Female",700233,2024-10-07,"Career Site","Offer Extended",5,2,"Software Engineer II",2,"A. Carter",2.3,"Pending",33
507111,"Dylan","Harteridge","Non-Binary",700255,2025-08-20,"LinkedIn","Final Interview",17,5,"Senior Financial Analyst",3,"M. Davis",3,NA,NA
507112,"Lucas","Sandelmore","Non-Binary",700076,2024-01-12,"LinkedIn","Hired",28,8,"Sales Development Representative",1,"M. Davis",2.5,"Yes",77
507113,"Dylan","Reedonstone","Male",700740,2025-07-15,"Career Site","Phone Screen",24,6,"Director of HR",6,"K. Brown",NA,NA,NA
507114,"Bella","Craninstrom","Female",702673,2026-01-17,"Referral","Applied",24,6,"Director of HR",6,"D. Patel",NA,NA,NA
507115,"Jessica","Clarkeshire","Female",702386,2024-10-31,"Networking Event","Hired",38,11,"Legal Analyst",2,"A. Carter",2,"Yes",86
507116,"Jordan","Willwin","Male",702800,2026-01-01,"LinkedIn","Phone Screen",36,10,"Customer Support Manager",3,"S. Lee",NA,NA,NA
507117,"Skyler","Millindale","Male",701077,2025-03-04,"Agency","Offer Extended",26,7,"Digital Marketing Manager",3,"A. Carter",3.5,"No",46
507118,"Zachary","Foxeby","Male",700802,2025-11-26,"Networking Event","Hired",5,2,"Software Engineer II",2,"S. Lee",3.4,"Yes",51
507119,"Marcus","Adlersonmore","Male",701835,2025-08-26,"Career Site","Rejected",18,5,"Finance Manager",4,"S. Lee",4.4,NA,NA
507120,"Nicholas","Bennanfield","Non-Binary",702370,2024-06-14,"Referral","Final Interview",27,7,"Marketing Director",5,"R. Thomas",2.9,NA,NA
507121,"Connor","Riverunsen","Male",700012,2024-12-18,"Indeed","Interview",23,6,"HR Manager",4,"T. Nguyen",2.6,NA,NA
507122,"Blake","Rowunstead","Male",701720,2024-07-06,"Indeed","Interview",8,2,"Director of Engineering",6,"J. Watson",4.1,NA,NA
