"EmployeeID","FirstName","LastName","Email","Gender","BirthDate","Age","DepartmentID","JobID","JobTitle","JobLevel","LocationID","HireDate","TerminationDate","EmploymentStatus","TerminationType","WorkerType","EmploymentType","Exempt","FTE","RemoteStatus","ManagerID","ManagerName","FinalTenureYears","CurrentSalary","CurrentBonusTarget"
108471,"Amy","Kendsonquist","amy.kendsonquist108471@synteccorp.com","Female",1978-01-29,48,2,7,"Engineering Manager",4,7,2018-06-06,NA,"Active",NA,"Employee","Regular",TRUE,1,"Hybrid",106029,"Ella Caldwcroft",7.76,238030,28564
103048,"Joshua","Whitsonhart","joshua.whitsonhart103048@synteccorp.com","Female",1988-05-21,37,2,7,"Engineering Manager",4,4,2018-06-19,NA,"Active",NA,"Employee","Regular",TRUE,1,"Remote",109887,"Clara Fieldorcrest",7.72,182742,21929
102816,"Henry","Burnoward","henry.burnoward102816@synteccorp.com","Male",1974-10-22,51,2,7,"Engineering Manager",4,7,2018-06-20,NA,"Active",NA,"Employee","Regular",TRUE,1,"Remote",103393,"Seth Baroby",7.72,185041,22205
100969,"Gabriel","Finusen","gabriel.finusen100969@synteccorp.com","Female",1998-01-12,28,2,7,"Engineering Manager",4,12,2018-07-17,NA,"Active",NA,"Employee","Temporary",TRUE,1,"Onsite",108671,"Preston Blakewall",7.65,195712,23485
104160,"Genesis","Goldlinbrook","genesis.goldlinbrook104160@synteccorp.com","Female",1991-10-21,34,2,7,"Engineering Manager",4,9,2018-07-20,NA,"Active",NA,"Employee","Regular",TRUE,1,"Onsite",100815,"Ella Summerimore",7.64,227731,27328
100988,"Evelyn","Fairunland","evelyn.fairunland100988@synteccorp.com","Female",1999-01-21,27,2,7,"Engineering Manager",4,6,2018-07-22,NA,"Active",NA,"Employee","Regular",TRUE,1,"Remote",101532,"Audrey Blakeelridge",7.63,196444,23573
107393,"Kyle","Ashonman","kyle.ashonman107393@synteccorp.com","Male",1973-02-08,53,2,7,"Engineering Manager",4,6,2018-08-11,NA,"Active",NA,"Employee","Regular",TRUE,1,"Hybrid",109887,"Clara Fieldorcrest",7.58,188324,22599
102117,"Blake","Bennamore","blake.bennamore102117@synteccorp.com","Female",1998-11-30,27,2,7,"Engineering Manager",4,12,2018-09-23,NA,"Active",NA,"Employee","Regular",TRUE,0.8,"Onsite",106283,"Ashley Clarkingland",7.46,177642,21317
106525,"Blair","Blackelldale","blair.blackelldale106525@synteccorp.com","Male",1973-02-20,53,2,7,"Engineering Manager",4,4,2018-09-23,NA,"Active",NA,"Employee","Regular",TRUE,1,"Onsite",100504,"Gabriel Wrenenway",7.46,247551,29706
106913,"Cole","Delarlin","cole.delarlin106913@synteccorp.com","Female",1986-10-13,39,2,7,"Engineering Manager",4,8,2018-09-23,NA,"Active",NA,"Employee","Regular",TRUE,1,"Remote",102032,"Layla Hayushire",7.46,207769,24932
108070,"Connor","Goldemond","connor.goldemond108070@synteccorp.com","Female",1976-02-06,50,2,7,"Engineering Manager",4,12,2018-09-27,NA,"Active",NA,"Employee","Regular",TRUE,1,"Hybrid",101775,"Kiara Wrenarstone",7.45,152735,18328
107233,"Caroline","Coleunlin","caroline.coleunlin107233@synteccorp.com","Female",1971-02-23,55,2,7,"Engineering Manager",4,12,2018-10-10,NA,"Active",NA,"Employee","Regular",TRUE,1,"Onsite",109939,"Victor Camlinham",7.41,174262,20911
106789,"Harley","Lakeerman","harley.lakeerman106789@synteccorp.com","Non-Binary",1991-10-18,34,2,7,"Engineering Manager",4,11,2018-10-17,NA,"Active",NA,"Employee","Regular",TRUE,1,"Hybrid",100733,"Ryan Norarman",7.39,174975,20997
100861,"Andrew","Riverenbrook","andrew.riverenbrook100861@synteccorp.com","Female",1979-12-14,46,2,7,"Engineering Manager",4,10,2018-10-19,NA,"Active",NA,"Employee","Regular",TRUE,0.6,"Hybrid",103764,"Ashley Westelquist",7.39,163916,19670
102683,"Arthur","Stormansen","arthur.stormansen102683@synteccorp.com","Female",2003-08-25,22,2,7,"Engineering Manager",4,2,2018-11-09,NA,"Active",NA,"Employee","Regular",TRUE,0.6,"Onsite",101601,"Jacob Burnuwood",7.33,172558,20707
103557,"Carlos","Sandellman","carlos.sandellman103557@synteccorp.com","Male",1973-08-13,52,2,7,"Engineering Manager",4,2,2018-11-18,NA,"Active",NA,"Employee","Regular",TRUE,1,"Hybrid",104188,"Brandon Barsonstead",7.31,155197,18624
107829,"Noah","Chandanford","noah.chandanford107829@synteccorp.com","Male",1974-11-06,51,2,7,"Engineering Manager",4,12,2018-11-20,NA,"Active",NA,"Employee","Regular",TRUE,1,"Onsite",107603,"Wesley Rainworth",7.3,196840,23621
107923,"Preston","Rainonhart","preston.rainonhart107923@synteccorp.com","Female",2003-06-20,22,2,7,"Engineering Manager",4,11,2018-12-13,NA,"Active",NA,"Employee","Regular",TRUE,1,"Hybrid",104635,"Sydney Hallonwood",7.24,135545,16265
102577,"Joel","Roseufield","joel.roseufield102577@synteccorp.com","Male",1991-11-10,34,2,7,"Engineering Manager",4,9,2019-01-17,NA,"Active",NA,"Employee","Regular",TRUE,1,"Remote",109887,"Clara Fieldorcrest",7.14,145745,17489
109230,"Alice","Valeawin","alice.valeawin109230@synteccorp.com","Male",1973-04-03,52,2,7,"Engineering Manager",4,4,2019-01-20,NA,"Active",NA,"Employee","Regular",TRUE,0.6,"Onsite",106334,"Adrian Blackincott",7.13,163618,19634
109930,"Seth","Caldwiley","seth.caldwiley109930@synteccorp.com","Female",1984-05-09,41,2,7,"Engineering Manager",4,8,2019-02-01,NA,"Active",NA,"Contractor","Regular",TRUE,1,"Remote",109887,"Clara Fieldorcrest",7.1,177866,21344
104962,"Kingston","Dunonquist","kingston.dunonquist104962@synteccorp.com","Male",1979-05-05,46,2,7,"Engineering Manager",4,2,2019-02-02,NA,"Active",NA,"Employee","Regular",TRUE,1,"Hybrid",109887,"Clara Fieldorcrest",7.1,139891,16787
105592,"Theodore","Sandawin","theodore.sandawin105592@synteccorp.com","Male",1991-04-15,34,2,7,"Engineering Manager",4,6,2019-02-21,NA,"Active",NA,"Employee","Regular",TRUE,1,"Hybrid",103123,"Valentina Rainumont",7.05,183299,21996
108477,"Blake","Crowingstrom","blake.crowingstrom108477@synteccorp.com","Male",1997-08-24,28,2,7,"Engineering Manager",4,3,2019-04-01,NA,"Active",NA,"Employee","Temporary",TRUE,1,"Onsite",102015,"Blair Silveronwall",6.94,137869,16544
109340,"Alicia","Parkunward","alicia.parkunward109340@synteccorp.com","Male",1971-06-13,54,2,7,"Engineering Manager",4,3,2019-04-01,NA,"Active",NA,"Employee","Regular",TRUE,1,"Onsite",102015,"Blair Silveronwall",6.94,175649,21078
104876,"William","Windanwall","william.windanwall104876@synteccorp.com","Female",1997-05-18,28,2,7,"Engineering Manager",4,12,2019-04-08,NA,"Active",NA,"Employee","Regular",TRUE,1,"Hybrid",100722,"Christian Ashwellin",6.92,188991,22679
107564,"Emerson","Hawkorstrom","emerson.hawkorstrom107564@synteccorp.com","Female",1980-03-05,46,2,7,"Engineering Manager",4,3,2019-04-09,NA,"Active",NA,"Employee","Regular",TRUE,1,"Hybrid",104483,"Ashley Thornberg",6.92,169402,20328
107895,"Ava","Riverlinbry","ava.riverlinbry107895@synteccorp.com","Male",1983-01-06,43,2,7,"Engineering Manager",4,5,2019-05-18,NA,"Active",NA,"Employee","Regular",TRUE,1,"Remote",106290,"Henry Yorkorridge",6.81,153544,18425
101668,"Camila","Glenacott","camila.glenacott101668@synteccorp.com","Non-Binary",2000-07-01,25,2,7,"Engineering Manager",4,7,2019-05-21,NA,"Active",NA,"Employee","Regular",TRUE,1,"Hybrid",100111,"Michael Millcrest",6.8,166380,19966
108547,"Olivia","Dunellbry","olivia.dunellbry108547@synteccorp.com","Female",1972-08-15,53,2,7,"Engineering Manager",4,1,2019-05-23,NA,"Active",NA,"Employee","Regular",TRUE,1,"Remote",103155,"Drew Kendendale",6.8,164360,19723
109479,"Andrea","Eastenmere","andrea.eastenmere109479@synteccorp.com","Male",1981-12-08,44,2,7,"Engineering Manager",4,4,2019-06-01,NA,"Active",NA,"Employee","Regular",TRUE,1,"Onsite",103417,"Maya Halltonman",6.77,197806,23737
101186,"Scarlett","Wardestone","scarlett.wardestone101186@synteccorp.com","Male",1966-06-22,59,2,7,"Engineering Manager",4,8,2019-06-10,NA,"Active",NA,"Employee","Regular",TRUE,1,"Hybrid",108453,"Felix Reedenwell",6.75,150479,18057
109046,"Luke","Chandetton","luke.chandetton109046@synteccorp.com","Female",1992-06-03,33,2,7,"Engineering Manager",4,1,2019-07-05,NA,"Active",NA,"Employee","Regular",TRUE,1,"Onsite",106334,"Adrian Blackincott",6.68,167283,20074
101511,"Joshua","Grantenford","joshua.grantenford101511@synteccorp.com","Non-Binary",1970-05-13,55,2,7,"Engineering Manager",4,4,2019-07-09,NA,"Active",NA,"Employee","Regular",TRUE,1,"Hybrid",105923,"Carlos Elliton",6.67,169698,20364
102224,"Hannah","Maranway","hannah.maranway102224@synteccorp.com","Male",1992-02-15,34,2,7,"Engineering Manager",4,5,2019-07-20,NA,"Active",NA,"Employee","Regular",TRUE,1,"Onsite",104987,"Cameron Dalbrook",6.64,150632,18076
104511,"Erica","Meadelbrook","erica.meadelbrook104511@synteccorp.com","Male",2004-12-26,21,2,7,"Engineering Manager",4,2,2019-07-24,NA,"Active",NA,"Employee","Regular",TRUE,1,"Remote",106988,"Arthur Norleystrom",6.63,192711,23125
107743,"Charles","Valeelmond","charles.valeelmond107743@synteccorp.com","Female",1986-05-29,39,2,7,"Engineering Manager",4,9,2019-08-16,NA,"Active",NA,"Employee","Regular",TRUE,1,"Onsite",100762,"Faith Windarmere",6.56,193268,23192
108868,"Isla","Northunwell","isla.northunwell108868@synteccorp.com","Female",2000-11-16,25,2,7,"Engineering Manager",4,9,2019-08-19,NA,"Active",NA,"Employee","Regular",TRUE,0.8,"Hybrid",106988,"Arthur Norleystrom",6.56,158188,18983
104066,"Rafael","Camunshire","rafael.camunshire104066@synteccorp.com","Male",1986-02-11,40,2,7,"Engineering Manager",4,10,2019-09-03,NA,"Active",NA,"Employee","Regular",TRUE,1,"Hybrid",108453,"Felix Reedenwell",6.52,183087,21970
102333,"Quinn","Stormsen","quinn.stormsen102333@synteccorp.com","Male",1971-05-20,54,2,7,"Engineering Manager",4,3,2019-10-05,NA,"Active",NA,"Employee","Regular",TRUE,1,"Hybrid",102032,"Layla Hayushire",6.43,143155,17179
107647,"Rafael","Quillebry","rafael.quillebry107647@synteccorp.com","Female",1992-05-26,33,2,7,"Engineering Manager",4,4,2019-10-08,NA,"Active",NA,"Employee","Regular",TRUE,1,"Onsite",103754,"Hailey Brightelsen",6.42,193051,23166
103124,"Brian","Rowonlin","brian.rowonlin103124@synteccorp.com","Male",1989-01-22,37,2,7,"Engineering Manager",4,7,2019-11-18,NA,"Active",NA,"Employee","Temporary",TRUE,1,"Onsite",103681,"Samantha Pineingward",6.31,194237,23308
109549,"Justin","Norquist","justin.norquist109549@synteccorp.com","Female",1987-05-22,38,2,7,"Engineering Manager",4,1,2019-12-05,NA,"Active",NA,"Employee","Regular",TRUE,1,"Hybrid",107667,"Claire Caldwingham",6.26,133984,16078
109755,"Alexa","Parkerwin","alexa.parkerwin109755@synteccorp.com","Female",1965-08-29,60,2,7,"Engineering Manager",4,5,2019-12-24,NA,"Active",NA,"Employee","Regular",TRUE,0.8,"Hybrid",103388,"Zachary Fordoman",6.21,134353,16122
101380,"Isabella","Northleybry","isabella.northleybry101380@synteccorp.com","Female",1975-10-28,50,2,7,"Engineering Manager",4,1,2020-01-03,NA,"Active",NA,"Employee","Regular",TRUE,1,"Onsite",103764,"Ashley Westelquist",6.18,167818,20138
103332,"Amelia","Lakeellmore","amelia.lakeellmore103332@synteccorp.com","Female",1962-09-21,63,2,7,"Engineering Manager",4,9,2020-01-11,NA,"Active",NA,"Employee","Regular",TRUE,0.8,"Onsite",100722,"Christian Ashwellin",6.16,152446,18294
106070,"Cameron","Langorwell","cameron.langorwell106070@synteccorp.com","Male",1998-11-12,27,2,7,"Engineering Manager",4,7,2020-02-07,NA,"Active",NA,"Employee","Regular",TRUE,1,"Hybrid",100815,"Ella Summerimore",6.08,173319,20798
104162,"Alex","Crowman","alex.crowman104162@synteccorp.com","Female",1980-07-10,45,2,7,"Engineering Manager",4,2,2020-03-17,NA,"Active",NA,"Employee","Regular",TRUE,1,"Onsite",105179,"Peyton Rockleyshire",5.98,170732,20488
103039,"Daniel","Hartsonfield","daniel.hartsonfield103039@synteccorp.com","Female",1980-08-14,45,2,7,"Engineering Manager",4,5,2020-04-07,NA,"Active",NA,"Employee","Regular",TRUE,1,"Hybrid",104838,"Carter Pinetonshire",5.92,154985,18598
108866,"Isaac","Pinestone","isaac.pinestone108866@synteccorp.com","Female",1966-10-08,59,2,7,"Engineering Manager",4,1,2020-04-19,NA,"Active",NA,"Employee","Regular",TRUE,1,"Hybrid",108106,"Madeline Northarberg",5.89,143081,17170
103398,"Rebecca","Parkondale","rebecca.parkondale103398@synteccorp.com","Female",1972-08-06,53,2,7,"Engineering Manager",4,11,2020-06-01,NA,"Active",NA,"Employee","Regular",TRUE,1,"Hybrid",109887,"Clara Fieldorcrest",5.77,144092,17291
100888,"Kevin","Blackinwall","kevin.blackinwall100888@synteccorp.com","Female",1976-07-13,49,2,7,"Engineering Manager",4,6,2020-06-15,NA,"Active",NA,"Employee","Regular",TRUE,1,"Onsite",102149,"Eliana Parksonson",5.73,196321,23559
104765,"Diana","Graylinson","diana.graylinson104765@synteccorp.com","Female",1977-03-13,48,2,7,"Engineering Manager",4,3,2020-06-20,NA,"Active",NA,"Employee","Regular",TRUE,1,"Hybrid",107984,"Albert Forderson",5.72,180127,21615
109066,"Rafael","Valeenman","rafael.valeenman109066@synteccorp.com","Male",1974-03-02,52,2,7,"Engineering Manager",4,12,2020-07-13,NA,"Active",NA,"Employee","Regular",TRUE,1,"Onsite",101772,"Rafael Moneland",5.66,153879,18465
100825,"Liam","Perryinson","liam.perryinson100825@synteccorp.com","Female",1995-03-14,30,2,7,"Engineering Manager",4,1,2020-07-19,NA,"Active",NA,"Employee","Regular",TRUE,1,"Remote",103331,"Samuel Summeremere",5.64,166351,19962
100060,"Alice","Foxellberg","alice.foxellberg100060@synteccorp.com","Female",1980-09-26,45,2,7,"Engineering Manager",4,6,2020-08-15,NA,"Active",NA,"Employee","Regular",TRUE,0.6,"Remote",104008,"Camila Blackorfield",5.57,213873,25665
102421,"Hazel","Springacroft","hazel.springacroft102421@synteccorp.com","Female",2000-06-21,25,2,7,"Engineering Manager",4,1,2020-08-16,NA,"Active",NA,"Employee","Regular",TRUE,1,"Onsite",103155,"Drew Kendendale",5.56,187714,22526
109259,"Reese","Roselin","reese.roselin109259@synteccorp.com","Male",1983-10-05,42,2,7,"Engineering Manager",4,11,2020-08-27,NA,"Active",NA,"Employee","Regular",TRUE,1,"Onsite",103331,"Samuel Summeremere",5.53,161167,19340
105448,"Aria","Pineecrest","aria.pineecrest105448@synteccorp.com","Female",1991-02-11,35,2,7,"Engineering Manager",4,7,2020-09-18,2025-11-03,"Terminated","Involuntary","Employee","Regular",TRUE,1,"Onsite",108106,"Madeline Northarberg",5.13,140340,16841
104946,"Riley","Rainlinstead","riley.rainlinstead104946@synteccorp.com","Female",1981-07-29,44,2,7,"Engineering Manager",4,5,2020-09-26,NA,"Active",NA,"Employee","Regular",TRUE,1,"Onsite",104823,"Felix Stormtonman",5.45,168191,20183
108817,"Seth","Rockthorne","seth.rockthorne108817@synteccorp.com","Female",1996-09-28,29,2,7,"Engineering Manager",4,7,2020-10-14,NA,"Active",NA,"Employee","Temporary",TRUE,1,"Remote",108365,"Logan Crossmond",5.4,194226,23307
107458,"Isla","Hollinlin","isla.hollinlin107458@synteccorp.com","Female",1968-07-13,57,2,7,"Engineering Manager",4,1,2020-10-29,NA,"Active",NA,"Employee","Regular",TRUE,1,"Remote",102671,"Logan Dunellbry",5.36,169012,20281
100784,"Jayden","Wrenwellmere","jayden.wrenwellmere100784@synteccorp.com","Female",1975-08-05,50,2,7,"Engineering Manager",4,7,2020-11-04,NA,"Active",NA,"Employee","Regular",TRUE,1,"Hybrid",106479,"Jayden Coleinfield",5.35,148732,17848
105041,"Angela","Willanstead","angela.willanstead105041@synteccorp.com","Non-Binary",1998-02-13,28,2,7,"Engineering Manager",4,1,2020-11-12,NA,"Active",NA,"Employee","Regular",TRUE,1,"Hybrid",100722,"Christian Ashwellin",5.32,175580,21070
105851,"Gianna","Bramstone","gianna.bramstone105851@synteccorp.com","Female",1987-03-29,38,2,7,"Engineering Manager",4,9,2020-11-23,NA,"Active",NA,"Employee","Regular",TRUE,1,"Remote",108760,"Kai Eastwellmont",5.29,181974,21837
106610,"George","Finarwood","george.finarwood106610@synteccorp.com","Female",1964-02-20,62,2,7,"Engineering Manager",4,9,2020-12-04,NA,"Active",NA,"Employee","Regular",TRUE,1,"Hybrid",102788,"Reese Oakenfield",5.26,169160,20299
108205,"Colin","Windlinwall","colin.windlinwall108205@synteccorp.com","Female",1998-11-09,27,2,7,"Engineering Manager",4,4,2021-01-08,NA,"Active",NA,"Employee","Regular",TRUE,1,"Onsite",101132,"Christopher Fairinton",5.17,155894,18707
103198,"Jayden","Clarkellby","jayden.clarkellby103198@synteccorp.com","Male",1975-03-02,51,2,7,"Engineering Manager",4,8,2021-01-22,NA,"Active",NA,"Employee","Regular",TRUE,1,"Onsite",102671,"Logan Dunellbry",5.13,174774,20973
104010,"Carla","Blacklinmont","carla.blacklinmont104010@synteccorp.com","Male",2004-04-02,21,2,7,"Engineering Manager",4,1,2021-01-27,NA,"Active",NA,"Employee","Regular",TRUE,1,"Hybrid",107818,"Maria Rowwellwood",5.12,146631,17596
103176,"Ana","Stoneihart","ana.stoneihart103176@synteccorp.com","Female",1985-06-11,40,2,7,"Engineering Manager",4,8,2021-02-14,NA,"Active",NA,"Employee","Regular",TRUE,1,"Onsite",108365,"Logan Crossmond",5.07,187398,22488
108049,"Emily","Glenenbrook","emily.glenenbrook108049@synteccorp.com","Female",1973-06-14,52,2,7,"Engineering Manager",4,11,2021-04-07,NA,"Active",NA,"Employee","Temporary",TRUE,1,"Remote",107984,"Albert Forderson",4.92,166387,19966
107692,"Albert","Roseestead","albert.roseestead107692@synteccorp.com","Male",1968-10-22,57,2,7,"Engineering Manager",4,11,2021-04-23,NA,"Active",NA,"Employee","Regular",TRUE,1,"Onsite",101646,"Lucy Whitanmere",4.88,167112,20053
101092,"Henry","Wardinmere","henry.wardinmere101092@synteccorp.com","Male",1983-02-15,43,2,7,"Engineering Manager",4,8,2021-05-13,NA,"Active",NA,"Employee","Regular",TRUE,1,"Remote",103393,"Seth Baroby",4.82,181093,21731
103836,"Julian","Parkettford","julian.parkettford103836@synteccorp.com","Female",1985-09-18,40,2,7,"Engineering Manager",4,2,2021-05-23,NA,"Active",NA,"Employee","Regular",TRUE,1,"Hybrid",108365,"Logan Crossmond",4.8,128150,15378
104438,"Ethan","Fairleystead","ethan.fairleystead104438@synteccorp.com","Female",1999-10-29,26,2,7,"Engineering Manager",4,1,2021-06-10,NA,"Active",NA,"Employee","Regular",TRUE,1,"Hybrid",109935,"Isaac Pineensen",4.75,156469,18776
101266,"Ashley","Wardinridge","ashley.wardinridge101266@synteccorp.com","Male",1966-10-15,59,2,7,"Engineering Manager",4,11,2021-06-30,NA,"Active",NA,"Employee","Regular",TRUE,1,"Onsite",109424,"Jason Stoneanmore",4.69,131818,15818
109003,"Valentina","Darnaberg","valentina.darnaberg109003@synteccorp.com","Female",1983-01-07,43,2,7,"Engineering Manager",4,5,2021-07-24,NA,"Active",NA,"Employee","Regular",TRUE,1,"Remote",103331,"Samuel Summeremere",4.63,159433,19132
102362,"Evelyn","Finonstone","evelyn.finonstone102362@synteccorp.com","Male",1974-10-17,51,2,7,"Engineering Manager",4,5,2021-08-14,NA,"Active",NA,"Employee","Regular",TRUE,1,"Remote",101132,"Christopher Fairinton",4.57,148449,17814
104275,"Victor","Quillenstone","victor.quillenstone104275@synteccorp.com","Male",1998-10-14,27,2,7,"Engineering Manager",4,3,2021-09-27,NA,"Active",NA,"Employee","Regular",TRUE,1,"Onsite",103417,"Maya Halltonman",4.45,177439,21293
102274,"Victor","Millellmere","victor.millellmere102274@synteccorp.com","Female",1972-10-05,53,2,7,"Engineering Manager",4,6,2021-09-30,NA,"Active",NA,"Employee","Regular",TRUE,1,"Hybrid",103681,"Samantha Pineingward",4.44,191900,23028
106101,"Rachel","Lakeoworth","rachel.lakeoworth106101@synteccorp.com","Female",1989-06-29,36,2,7,"Engineering Manager",4,5,2021-10-14,NA,"Active",NA,"Employee","Regular",TRUE,1,"Onsite",106283,"Ashley Clarkingland",4.4,182375,21885
106389,"Sawyer","Barellward","sawyer.barellward106389@synteccorp.com","Male",1964-09-24,61,2,7,"Engineering Manager",4,7,2021-10-19,NA,"Active",NA,"Employee","Regular",TRUE,1,"Hybrid",108760,"Kai Eastwellmont",4.39,171430,20572
104187,"Jamie","Wrenton","jamie.wrenton104187@synteccorp.com","Male",1978-12-19,47,2,7,"Engineering Manager",4,6,2021-10-28,NA,"Active",NA,"Employee","Regular",TRUE,1,"Onsite",102497,"Charlotte Parkettford",4.36,178141,21377
107103,"Henry","Hollinwall","henry.hollinwall107103@synteccorp.com","Female",1979-03-11,46,2,7,"Engineering Manager",4,2,2021-12-14,NA,"Active",NA,"Employee","Regular",TRUE,1,"Onsite",106479,"Jayden Coleinfield",4.24,142374,17085
101135,"Jason","Torrormere","jason.torrormere101135@synteccorp.com","Male",1981-07-02,44,2,7,"Engineering Manager",4,11,2021-12-26,NA,"Active",NA,"Employee","Regular",TRUE,1,"Hybrid",107984,"Albert Forderson",4.2,176728,21207
101224,"Henry","Rockleyberg","henry.rockleyberg101224@synteccorp.com","Male",1982-03-19,43,2,7,"Engineering Manager",4,7,2022-01-14,NA,"Active",NA,"Employee","Regular",TRUE,1,"Onsite",109948,"Jason Emimere",4.15,147934,17752
100073,"Maya","Norellwall","maya.norellwall100073@synteccorp.com","Male",1984-06-16,41,2,7,"Engineering Manager",4,2,2022-01-15,2025-04-08,"Terminated","Voluntary","Employee","Regular",TRUE,1,"Hybrid",100111,"Michael Millcrest",3.23,114754,13770
104364,"Asher","Elleycott","asher.elleycott104364@synteccorp.com","Female",1967-10-19,58,2,7,"Engineering Manager",4,8,2022-01-24,NA,"Active",NA,"Employee","Regular",TRUE,1,"Hybrid",106889,"Jade Emerman",4.12,164658,19759
101002,"Samantha","Grayunstrom","samantha.grayunstrom101002@synteccorp.com","Male",1990-10-12,35,2,7,"Engineering Manager",4,1,2022-01-29,NA,"Active",NA,"Employee","Regular",TRUE,1,"Hybrid",104188,"Brandon Barsonstead",4.11,153463,18416
108707,"Ashley","Yorkimere","ashley.yorkimere108707@synteccorp.com","Male",1980-02-14,46,2,7,"Engineering Manager",4,1,2022-02-11,NA,"Active",NA,"Contractor","Regular",TRUE,1,"Hybrid",103999,"Naomi Ellanwin",4.07,166071,19929
103647,"Adrian","Marorbry","adrian.marorbry103647@synteccorp.com","Male",1977-11-25,48,2,7,"Engineering Manager",4,3,2022-02-13,NA,"Active",NA,"Employee","Regular",TRUE,1,"Hybrid",108760,"Kai Eastwellmont",4.07,149565,17948
108292,"Eliana","Caldetthorne","eliana.caldetthorne108292@synteccorp.com","Male",1979-03-02,47,2,7,"Engineering Manager",4,4,2022-02-15,NA,"Active",NA,"Contractor","Regular",TRUE,0.6,"Onsite",108106,"Madeline Northarberg",4.06,145913,17510
108463,"Theodore","Reederwell","theodore.reederwell108463@synteccorp.com","Non-Binary",1970-02-06,56,2,7,"Engineering Manager",4,2,2022-03-16,NA,"Active",NA,"Employee","Regular",TRUE,1,"Hybrid",108453,"Felix Reedenwell",3.98,134903,16188
108451,"Richard","Hawktonby","richard.hawktonby108451@synteccorp.com","Female",1986-01-19,40,2,7,"Engineering Manager",4,1,2022-03-27,NA,"Active",NA,"Employee","Regular",TRUE,1,"Onsite",102032,"Layla Hayushire",3.95,159644,19157
106264,"Eli","Hollincrest","eli.hollincrest106264@synteccorp.com","Female",1992-01-18,34,2,7,"Engineering Manager",4,1,2022-04-27,NA,"Active",NA,"Employee","Regular",TRUE,1,"Hybrid",104483,"Ashley Thornberg",3.87,153896,18468
107466,"Jonathan","Camocroft","jonathan.camocroft107466@synteccorp.com","Female",1986-05-21,39,2,7,"Engineering Manager",4,7,2022-05-04,NA,"Active",NA,"Employee","Regular",TRUE,1,"Remote",109939,"Victor Camlinham",3.85,164663,19760
101117,"Patrick","Pineinghart","patrick.pineinghart101117@synteccorp.com","Female",1968-07-28,57,2,7,"Engineering Manager",4,11,2022-05-13,NA,"Active",NA,"Employee","Regular",TRUE,1,"Onsite",100722,"Christian Ashwellin",3.82,139923,16791
103327,"Alicia","Radorton","alicia.radorton103327@synteccorp.com","Male",1981-12-16,44,2,7,"Engineering Manager",4,9,2022-06-12,NA,"Active",NA,"Employee","Regular",TRUE,1,"Remote",106044,"Jayden Hayway",3.74,184018,22082
102336,"Kingston","Kendinfield","kingston.kendinfield102336@synteccorp.com","Male",1991-05-02,34,2,7,"Engineering Manager",4,9,2022-06-17,NA,"Active",NA,"Employee","Regular",TRUE,1,"Onsite",107818,"Maria Rowwellwood",3.73,131553,15786
106848,"Roman","Finbrook","roman.finbrook106848@synteccorp.com","Female",1999-11-13,26,2,7,"Engineering Manager",4,3,2022-07-20,NA,"Active",NA,"Employee","Regular",TRUE,1,"Onsite",104596,"Jackson Radthorne",3.64,134697,16164
100768,"Valentina","Northercott","valentina.northercott100768@synteccorp.com","Female",1984-12-16,41,2,7,"Engineering Manager",4,1,2022-08-23,NA,"Active",NA,"Employee","Regular",TRUE,1,"Onsite",101646,"Lucy Whitanmere",3.55,133621,16035
102287,"Madeline","Burnerson","madeline.burnerson102287@synteccorp.com","Male",1993-04-21,32,2,7,"Engineering Manager",4,11,2022-08-26,NA,"Active",NA,"Employee","Regular",TRUE,1,"Remote",104188,"Brandon Barsonstead",3.54,136801,16416
108619,"Paul","Marinmere","paul.marinmere108619@synteccorp.com","Female",1981-08-10,44,2,7,"Engineering Manager",4,5,2022-09-02,NA,"Active",NA,"Contractor","Regular",TRUE,0.8,"Hybrid",102149,"Eliana Parksonson",3.52,157758,18931
106717,"Jamie","Wardtonstrom","jamie.wardtonstrom106717@synteccorp.com","Male",1962-01-20,64,2,7,"Engineering Manager",4,2,2022-09-25,NA,"Active",NA,"Employee","Temporary",TRUE,1,"Hybrid",107318,"Albert Windtonworth",3.45,161280,19354
104116,"Charlie","Camiton","charlie.camiton104116@synteccorp.com","Female",2004-04-12,21,2,7,"Engineering Manager",4,4,2022-09-26,NA,"Active",NA,"Employee","Regular",TRUE,1,"Onsite",105201,"Layla Westerquist",3.45,166849,20022
106121,"Samantha","Hollton","samantha.hollton106121@synteccorp.com","Male",1988-01-07,38,2,7,"Engineering Manager",4,12,2022-10-14,NA,"Active",NA,"Employee","Regular",TRUE,1,"Hybrid",101347,"Leah Quilledale",3.4,164083,19690
108644,"Hannah","Chandmere","hannah.chandmere108644@synteccorp.com","Male",1984-02-17,42,2,7,"Engineering Manager",4,1,2022-10-14,NA,"Active",NA,"Employee","Temporary",TRUE,0.6,"Remote",106029,"Ella Caldwcroft",3.4,139108,16693
109847,"Rowan","Eastorward","rowan.eastorward109847@synteccorp.com","Female",1982-01-23,44,2,7,"Engineering Manager",4,3,2022-10-14,2025-10-06,"Terminated","Voluntary","Employee","Regular",TRUE,1,"Hybrid",105923,"Carlos Elliton",2.98,145736,17488
